Id,Location,HomeTeamId,AwayTeamId,Status,SectionCount,RowCount,SeatCount,MatchDay,StartTime,EndTime
96e31c64-2bfd-4e50-913e-d41adfaf326d,18147 Ridge Oak Center,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,815baa9d-02cc-49ae-bf3e-0e8958712efb,2,1,1,5,11,07.05.2010 05:50:03,07.05.2010 07:50:03
e87f14c9-d134-4164-ac25-4b3de9426de4,390 Southridge Park,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,710fbb15-7b65-40f3-99f6-a7e990cb4b53,2,4,7,5,12,08.05.2010 06:04:11,08.05.2010 08:04:11
ae32f3d4-2682-46f1-88f5-65249e078c06,568 Crest Line Drive,a621843d-fee4-4f59-82b2-62a0cf74549f,6240b294-5b27-4d32-b593-d0d73d57bce7,2,7,1,8,13,09.05.2010 01:14:48,09.05.2010 03:14:48
021a89c6-7e68-4c2f-90c4-a19f2d94d7a6,97919 Maple Wood Avenue,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,5cf08038-6c03-4d00-99ce-15c927bb71c0,2,2,8,6,14,10.05.2010 15:52:03,10.05.2010 17:52:03
4084764a-db33-4fa6-bc7a-323a06e375c6,44127 Graceland Street,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,52d36a44-a02a-4729-9ffc-9a1241623042,2,10,9,6,15,11.05.2010 20:28:03,11.05.2010 22:28:03
2aa5c477-dfe0-41c9-95d5-151b395532cd,13637 Nancy Park,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,2,3,9,4,16,12.05.2010 00:21:04,12.05.2010 02:21:04
82bb80da-5825-42d1-8806-64a8ca3cd9b0,17901 Elmside Place,b824de3c-cacf-4489-84ca-b7801cba3db7,3748229b-f545-4303-a4f0-bf39565f86f2,2,10,7,7,17,13.05.2010 17:01:16,13.05.2010 19:01:16
bab2bddf-1c09-46e0-a336-65f239b901bb,822 Starling Pass,c8b20b59-51b1-4f8b-a3eb-26e207287184,26cc1c37-325f-473c-84cb-f3db7140369c,2,3,5,5,18,14.05.2010 01:55:26,14.05.2010 03:55:26
e0a4338d-bd6d-4c6d-a37f-00464784fae9,0332 Scott Street,e089d826-6001-45ae-9c5f-0109c044c30b,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,2,9,10,4,19,15.05.2010 12:10:30,15.05.2010 14:10:30
7fc0fd4c-c89c-4a98-8cbb-9bbef77639b8,9 Namekagon Circle,f74c7855-407a-4989-9079-1e0e98ed1232,05d02e85-9789-441d-b28f-689c6511cf7e,2,5,9,5,20,16.05.2010 06:21:06,16.05.2010 08:21:06
f48f8646-b33b-414b-ab0f-1d4a5e4293f9,8 Hoepker Hill,05d02e85-9789-441d-b28f-689c6511cf7e,f74c7855-407a-4989-9079-1e0e98ed1232,2,9,9,6,21,17.05.2010 01:01:15,17.05.2010 03:01:15
273c6696-7bc5-447e-a3d3-4fe9866e07d9,09 Clarendon Park,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,e089d826-6001-45ae-9c5f-0109c044c30b,2,10,1,5,22,18.05.2010 02:39:57,18.05.2010 04:39:57
56f68c45-3d65-47c2-8001-486e25e90ace,87 Ridgeway Terrace,26cc1c37-325f-473c-84cb-f3db7140369c,c8b20b59-51b1-4f8b-a3eb-26e207287184,2,7,2,5,23,19.05.2010 17:06:22,19.05.2010 19:06:22
c5bd0655-d042-4997-892d-28a1464db2c9,72636 Holy Cross Crossing,3748229b-f545-4303-a4f0-bf39565f86f2,b824de3c-cacf-4489-84ca-b7801cba3db7,2,8,2,7,24,20.05.2010 13:06:16,20.05.2010 15:06:16
0e63a944-8237-4473-8787-a14d47d4dd1f,4 Chive Alley,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,2,10,8,10,25,21.05.2010 01:43:41,21.05.2010 03:43:41
a5520047-1404-429f-b98e-ebafa39a7c3d,30 Heffernan Pass,52d36a44-a02a-4729-9ffc-9a1241623042,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,2,1,1,8,26,22.05.2010 00:47:13,22.05.2010 02:47:13
d8b96a0e-8a76-44cd-82a9-761de4de22e9,68446 Mccormick Place,5cf08038-6c03-4d00-99ce-15c927bb71c0,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,2,1,7,10,27,23.05.2010 14:55:45,23.05.2010 16:55:45
7194e196-5d0d-4cc7-b353-82a23904f24c,40 Red Cloud Plaza,6240b294-5b27-4d32-b593-d0d73d57bce7,a621843d-fee4-4f59-82b2-62a0cf74549f,2,10,8,3,28,24.05.2010 12:53:44,24.05.2010 14:53:44
a689e59d-60f9-4d2d-a69d-a801fd76ffd1,9145 Clarendon Lane,710fbb15-7b65-40f3-99f6-a7e990cb4b53,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,2,4,4,8,29,25.05.2010 10:03:56,25.05.2010 12:03:56
f9bc4b19-f9f4-42eb-a426-23872c0add1e,68273 Sullivan Street,815baa9d-02cc-49ae-bf3e-0e8958712efb,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,2,10,4,4,30,26.05.2010 20:24:10,26.05.2010 22:24:10
d17bfdf0-1821-406b-b915-e5552f0dfcab,42794 Karstens Avenue,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,815baa9d-02cc-49ae-bf3e-0e8958712efb,2,2,6,9,31,27.05.2010 17:02:29,27.05.2010 19:02:29
b479da10-9526-4124-b6a5-4a3fce535c48,51 School Pass,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,710fbb15-7b65-40f3-99f6-a7e990cb4b53,2,10,9,9,32,28.05.2010 00:54:10,28.05.2010 02:54:10
7fbb7747-7630-4659-a6aa-b04fb3ebe718,814 Schmedeman Circle,a621843d-fee4-4f59-82b2-62a0cf74549f,6240b294-5b27-4d32-b593-d0d73d57bce7,2,1,4,3,33,29.05.2010 16:34:45,29.05.2010 18:34:45
b8e5bb31-4103-48a5-8138-368f8c29faeb,4954 Browning Avenue,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,5cf08038-6c03-4d00-99ce-15c927bb71c0,2,10,1,5,34,30.05.2010 11:34:05,30.05.2010 13:34:05
1f53b8c4-d6ce-4c86-b246-f87449aadefa,3093 Westridge Street,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,52d36a44-a02a-4729-9ffc-9a1241623042,2,4,2,7,35,31.05.2010 09:36:16,31.05.2010 11:36:16
72e427e8-01d4-4715-aee9-baa64ebf01a2,3009 Leroy Street,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,2,6,3,9,36,01.06.2010 20:02:10,01.06.2010 22:02:10
bbab13a3-31de-4c87-aa73-348009bcef5e,19464 Coolidge Alley,b824de3c-cacf-4489-84ca-b7801cba3db7,3748229b-f545-4303-a4f0-bf39565f86f2,2,4,8,8,37,02.06.2010 01:53:59,02.06.2010 03:53:59
77682e5f-1f5e-478c-b6aa-c27e0e05ca3e,4 Novick Center,c8b20b59-51b1-4f8b-a3eb-26e207287184,26cc1c37-325f-473c-84cb-f3db7140369c,2,9,10,7,38,03.06.2010 05:08:11,03.06.2010 07:08:11
8338d8a5-931f-4dcc-ab0e-ef85939789d4,31776 Melody Lane,e089d826-6001-45ae-9c5f-0109c044c30b,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,2,6,3,10,39,04.06.2010 08:03:18,04.06.2010 10:03:18
1779ae7f-6388-4cc2-8800-a45c3c982d20,79383 Bashford Alley,f74c7855-407a-4989-9079-1e0e98ed1232,05d02e85-9789-441d-b28f-689c6511cf7e,2,1,7,2,40,05.06.2010 20:47:41,05.06.2010 22:47:41
02f1033d-e79c-4924-af65-8de6379acc59,2 Rusk Trail,05d02e85-9789-441d-b28f-689c6511cf7e,f74c7855-407a-4989-9079-1e0e98ed1232,2,8,8,10,41,06.06.2010 13:24:59,06.06.2010 15:24:59
73b06ebf-efbc-4a5d-be85-cdacb706e136,53 Schmedeman Junction,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,e089d826-6001-45ae-9c5f-0109c044c30b,2,10,4,4,42,07.06.2010 08:47:42,07.06.2010 10:47:42
9f682807-22e2-4a11-aff8-c02dfa2ab304,7286 Oak Valley Crossing,26cc1c37-325f-473c-84cb-f3db7140369c,c8b20b59-51b1-4f8b-a3eb-26e207287184,2,1,8,10,43,08.06.2010 04:33:08,08.06.2010 06:33:08
a5127cf6-0c07-44a6-8dcf-b327de99622b,34583 Bluestem Court,3748229b-f545-4303-a4f0-bf39565f86f2,b824de3c-cacf-4489-84ca-b7801cba3db7,2,5,7,6,44,09.06.2010 06:26:27,09.06.2010 08:26:27
fe574e7f-ed87-4274-ba15-f2c866aa4ae4,68 High Crossing Pass,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,2,1,2,7,45,10.06.2010 01:43:20,10.06.2010 03:43:20
d19f55a1-000e-497c-a4f4-e0ac528ebdbb,37 Carey Crossing,52d36a44-a02a-4729-9ffc-9a1241623042,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,2,9,9,10,46,11.06.2010 06:09:02,11.06.2010 08:09:02
8e280f54-cc41-4cb6-981a-de980d003322,06677 Golf Junction,5cf08038-6c03-4d00-99ce-15c927bb71c0,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,2,2,2,10,47,12.06.2010 05:57:43,12.06.2010 07:57:43
7717a05a-b521-4543-91e1-ee103b5f44de,8178 Michigan Circle,6240b294-5b27-4d32-b593-d0d73d57bce7,a621843d-fee4-4f59-82b2-62a0cf74549f,2,9,1,9,48,13.06.2010 11:14:21,13.06.2010 13:14:21
43d05595-f24a-41b9-be4b-bd6d78f45b4a,6290 Fordem Trail,710fbb15-7b65-40f3-99f6-a7e990cb4b53,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,2,6,9,5,49,14.06.2010 20:46:39,14.06.2010 22:46:39
709429ac-4341-46b4-ac68-f1dc06ebb0fd,3 Cascade Place,815baa9d-02cc-49ae-bf3e-0e8958712efb,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,2,4,6,9,50,15.06.2010 00:45:19,15.06.2010 02:45:19
7d8e3e3e-dc49-4c7c-8343-e05d3dd306d7,2 Forest Dale Parkway,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,815baa9d-02cc-49ae-bf3e-0e8958712efb,2,5,5,9,51,16.06.2010 18:05:17,16.06.2010 20:05:17
f8da1f90-b7b0-49cc-a9dd-c679010f8907,379 Continental Pass,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,710fbb15-7b65-40f3-99f6-a7e990cb4b53,2,5,1,1,52,17.06.2010 21:33:05,17.06.2010 23:33:05
cb0a730d-cd93-4b81-b639-78a7a436a5c5,62 Toban Trail,a621843d-fee4-4f59-82b2-62a0cf74549f,6240b294-5b27-4d32-b593-d0d73d57bce7,2,4,10,9,53,18.06.2010 10:59:44,18.06.2010 12:59:44
935a3a9e-71bd-4222-a77a-0fb088b76ccf,236 Vernon Way,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,5cf08038-6c03-4d00-99ce-15c927bb71c0,2,10,3,6,54,19.06.2010 02:37:33,19.06.2010 04:37:33
f9cf62e5-6633-4fd5-9dc6-7554fc4b5f0f,84338 Saint Paul Crossing,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,52d36a44-a02a-4729-9ffc-9a1241623042,2,4,2,8,55,20.06.2010 20:46:39,20.06.2010 22:46:39
b08aa079-8dab-432f-853a-50565881d086,83581 Merchant Plaza,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,2,9,6,3,56,21.06.2010 14:00:08,21.06.2010 16:00:08
5f9a9e51-4ffc-497f-b822-ea31d159abe7,54 Redwing Junction,b824de3c-cacf-4489-84ca-b7801cba3db7,3748229b-f545-4303-a4f0-bf39565f86f2,2,7,2,3,57,22.06.2010 06:10:18,22.06.2010 08:10:18
51d87815-ac6f-4cc7-90eb-f45b2d2659a8,6 Colorado Point,c8b20b59-51b1-4f8b-a3eb-26e207287184,26cc1c37-325f-473c-84cb-f3db7140369c,2,7,8,7,58,23.06.2010 00:49:34,23.06.2010 02:49:34
b6125f52-aa4b-48cc-964b-6edfa01512f8,4488 Green Park,e089d826-6001-45ae-9c5f-0109c044c30b,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,2,8,3,10,59,24.06.2010 19:58:05,24.06.2010 21:58:05
c7790980-30c8-471b-9c60-3a393d0d35c7,54346 Sunfield Junction,f74c7855-407a-4989-9079-1e0e98ed1232,05d02e85-9789-441d-b28f-689c6511cf7e,2,3,10,5,60,25.06.2010 21:44:43,25.06.2010 23:44:43
e3c40d2b-bb4b-4e69-8bbe-2c2cc1365ea8,8 Arrowood Junction,05d02e85-9789-441d-b28f-689c6511cf7e,f74c7855-407a-4989-9079-1e0e98ed1232,2,10,1,8,61,26.06.2010 20:41:56,26.06.2010 22:41:56
05854481-715f-49a5-8ef9-dbb541f3af67,6 Grim Place,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,e089d826-6001-45ae-9c5f-0109c044c30b,2,4,2,6,62,27.06.2010 20:13:18,27.06.2010 22:13:18
b4caebe2-7b59-433d-942d-12c0321682da,6 Main Hill,26cc1c37-325f-473c-84cb-f3db7140369c,c8b20b59-51b1-4f8b-a3eb-26e207287184,2,2,5,2,63,28.06.2010 21:40:40,28.06.2010 23:40:40
8cf790fb-c90a-415e-919f-871279a3fbcc,0800 Anniversary Point,3748229b-f545-4303-a4f0-bf39565f86f2,b824de3c-cacf-4489-84ca-b7801cba3db7,2,8,10,6,64,29.06.2010 14:38:58,29.06.2010 16:38:58
ad0621ab-7cfe-4bc6-9f72-c4ecab598a88,9834 Forest Circle,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,2,4,10,8,65,30.06.2010 02:05:30,30.06.2010 04:05:30
fb941e89-a81b-4805-8dac-c32a4e72543d,9435 Helena Trail,52d36a44-a02a-4729-9ffc-9a1241623042,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,2,6,6,2,66,01.07.2010 12:26:16,01.07.2010 14:26:16
d11f67fd-0dd7-4f22-8b63-bcadb4ea7782,82 Messerschmidt Place,5cf08038-6c03-4d00-99ce-15c927bb71c0,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,2,7,1,6,67,02.07.2010 00:19:16,02.07.2010 02:19:16
a4a4e6aa-9e45-422d-8ba2-81465f54da34,4520 Delladonna Road,6240b294-5b27-4d32-b593-d0d73d57bce7,a621843d-fee4-4f59-82b2-62a0cf74549f,2,8,5,6,68,03.07.2010 04:43:42,03.07.2010 06:43:42
c38729a0-f47b-4487-aeee-b1ebb6f8c54a,3 Mccormick Terrace,710fbb15-7b65-40f3-99f6-a7e990cb4b53,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,2,5,5,9,69,04.07.2010 16:55:59,04.07.2010 18:55:59
02456b18-aefc-42d5-8784-886dd6277666,14492 Kipling Avenue,815baa9d-02cc-49ae-bf3e-0e8958712efb,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,2,7,10,9,70,05.07.2010 08:57:29,05.07.2010 10:57:29
92038a16-1152-4001-9234-07bb0f0f9949,9919 Blue Bill Park Point,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,815baa9d-02cc-49ae-bf3e-0e8958712efb,2,10,8,4,71,06.07.2010 12:54:20,06.07.2010 14:54:20
bb2eeba8-dbf3-4526-ace7-13248d09ac36,851 Village Green Drive,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,710fbb15-7b65-40f3-99f6-a7e990cb4b53,2,1,6,6,72,07.07.2010 11:21:48,07.07.2010 13:21:48
a4e2be16-0876-4896-abf2-d4713b4cedd8,45493 Carey Avenue,a621843d-fee4-4f59-82b2-62a0cf74549f,6240b294-5b27-4d32-b593-d0d73d57bce7,2,7,3,5,73,08.07.2010 13:31:24,08.07.2010 15:31:24
8ee63c48-88db-4d0a-aa85-a36e1ee62374,95 Drewry Point,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,5cf08038-6c03-4d00-99ce-15c927bb71c0,2,5,7,6,74,09.07.2010 12:20:46,09.07.2010 14:20:46
1ab504e2-b20c-43fe-8492-ba1d7b33d336,15 Fordem Center,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,52d36a44-a02a-4729-9ffc-9a1241623042,2,8,1,6,75,10.07.2010 11:57:30,10.07.2010 13:57:30
62f4e7f8-1051-4b08-bee4-3e108e764060,201 Sachtjen Trail,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,2,1,3,3,76,11.07.2010 05:25:42,11.07.2010 07:25:42
3a1a30cc-5ce7-420a-b09c-60191dc12c2d,6 Spaight Plaza,b824de3c-cacf-4489-84ca-b7801cba3db7,3748229b-f545-4303-a4f0-bf39565f86f2,2,5,9,6,77,12.07.2010 04:02:24,12.07.2010 06:02:24
54f487ff-9d09-490b-9d86-d3e60876c3a6,6 Lyons Park,c8b20b59-51b1-4f8b-a3eb-26e207287184,26cc1c37-325f-473c-84cb-f3db7140369c,2,6,1,2,78,13.07.2010 16:16:20,13.07.2010 18:16:20
10d65b55-a835-485d-93a8-a84a2a482abf,05 Jenna Crossing,e089d826-6001-45ae-9c5f-0109c044c30b,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,2,7,8,4,79,14.07.2010 20:39:19,14.07.2010 22:39:19
2c6ab9c6-0fb6-44b8-8715-a80bda27f2d5,0999 Esker Point,f74c7855-407a-4989-9079-1e0e98ed1232,05d02e85-9789-441d-b28f-689c6511cf7e,2,5,3,10,80,15.07.2010 12:09:51,15.07.2010 14:09:51
a0c19cd2-3c5f-4ca3-b3d1-6d370703c4fd,56 Charing Cross Crossing,05d02e85-9789-441d-b28f-689c6511cf7e,f74c7855-407a-4989-9079-1e0e98ed1232,2,10,1,7,81,16.07.2010 15:31:29,16.07.2010 17:31:29
79a02072-12ea-46f6-bd02-7fc030b24c02,04 Lindbergh Court,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,e089d826-6001-45ae-9c5f-0109c044c30b,2,4,5,8,82,17.07.2010 20:12:21,17.07.2010 22:12:21
fb9c23fe-bd9c-4d9b-a9e5-7dd99928c76f,129 Corscot Pass,26cc1c37-325f-473c-84cb-f3db7140369c,c8b20b59-51b1-4f8b-a3eb-26e207287184,2,9,7,5,83,18.07.2010 14:31:30,18.07.2010 16:31:30
264cc66f-2c33-4912-b227-cbee16465429,91409 Susan Junction,3748229b-f545-4303-a4f0-bf39565f86f2,b824de3c-cacf-4489-84ca-b7801cba3db7,2,7,2,4,84,19.07.2010 15:43:56,19.07.2010 17:43:56
c7e59d6d-bcff-41b8-97b2-f09b72aa478d,810 Cascade Avenue,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,2,6,5,2,85,20.07.2010 19:23:43,20.07.2010 21:23:43
310f70c8-0e27-4ed9-97d6-b9c94f2e9651,4234 Mallard Lane,52d36a44-a02a-4729-9ffc-9a1241623042,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,2,8,9,9,86,21.07.2010 04:15:39,21.07.2010 06:15:39
3d9eb0e6-128d-441d-aee6-a7946a44952e,0 Towne Center,5cf08038-6c03-4d00-99ce-15c927bb71c0,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,2,7,7,1,87,22.07.2010 16:54:37,22.07.2010 18:54:37
02ef3c0f-e011-485f-b2ac-94bab32b6c75,72361 Stuart Avenue,6240b294-5b27-4d32-b593-d0d73d57bce7,a621843d-fee4-4f59-82b2-62a0cf74549f,2,8,1,10,88,23.07.2010 03:27:47,23.07.2010 05:27:47
bfa2d48d-b2a6-4625-a523-586ce9314edb,87 International Way,710fbb15-7b65-40f3-99f6-a7e990cb4b53,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,2,2,10,10,89,24.07.2010 20:06:18,24.07.2010 22:06:18
eea7a44e-488f-4376-b61b-58a34d95360c,06 Moland Avenue,815baa9d-02cc-49ae-bf3e-0e8958712efb,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,2,1,5,1,90,25.07.2010 17:28:50,25.07.2010 19:28:50
e3672dcf-f302-4c1d-91cb-02f7b7a7870e,16462 Merry Place,84c3afa9-e55f-4df0-aca5-548c9cdd74ee,815baa9d-02cc-49ae-bf3e-0e8958712efb,2,5,5,5,91,26.07.2010 06:29:36,26.07.2010 08:29:36
12f63aa6-c702-4beb-863c-8a5259ffb25c,45601 Forest Alley,8d2d1561-0557-41e9-9e0e-acf9eabb5fbf,710fbb15-7b65-40f3-99f6-a7e990cb4b53,2,2,1,9,92,27.07.2010 20:26:10,27.07.2010 22:26:10
4b980d69-d0ef-4df0-84c4-bc8ec67576b3,1136 Laurel Junction,a621843d-fee4-4f59-82b2-62a0cf74549f,6240b294-5b27-4d32-b593-d0d73d57bce7,2,5,6,1,93,28.07.2010 05:10:05,28.07.2010 07:10:05
64f7e656-808c-46a6-bcd8-9e40c44cf012,09 American Ash Parkway,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,5cf08038-6c03-4d00-99ce-15c927bb71c0,2,4,5,1,94,29.07.2010 15:42:39,29.07.2010 17:42:39
cc9ba1e6-c98c-49ad-bf71-ec591c0988fe,2539 Golf Course Alley,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,52d36a44-a02a-4729-9ffc-9a1241623042,2,1,8,6,95,30.07.2010 01:57:39,30.07.2010 03:57:39
e0ae5b4d-beb7-4b4a-a5b3-360495158dc1,2 Anzinger Avenue,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,2,3,9,3,96,31.07.2010 05:11:53,31.07.2010 07:11:53
260d9e44-bab3-4b6b-8231-016a1265cdfe,011 Acker Park,b824de3c-cacf-4489-84ca-b7801cba3db7,3748229b-f545-4303-a4f0-bf39565f86f2,2,7,6,8,97,01.08.2010 20:45:24,01.08.2010 22:45:24
34d474a4-c84e-4853-bb64-59968bfd8d0c,8 Bayside Hill,c8b20b59-51b1-4f8b-a3eb-26e207287184,26cc1c37-325f-473c-84cb-f3db7140369c,2,7,3,6,98,02.08.2010 13:37:44,02.08.2010 15:37:44
29c2f768-6eaf-4d78-83b7-5d7f3937477a,77323 Rutledge Junction,e089d826-6001-45ae-9c5f-0109c044c30b,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,2,10,9,1,99,03.08.2010 19:14:55,03.08.2010 21:14:55
3f63294a-df32-4309-97cd-5317e733e3fa,57118 Linden Alley,f74c7855-407a-4989-9079-1e0e98ed1232,05d02e85-9789-441d-b28f-689c6511cf7e,2,5,2,9,100,04.08.2010 14:25:02,04.08.2010 16:25:02
f6b245c2-70a5-4cfe-90a9-5ab6ad5e9a96,7 Armistice Parkway,05d02e85-9789-441d-b28f-689c6511cf7e,f74c7855-407a-4989-9079-1e0e98ed1232,2,7,9,7,101,05.08.2010 03:37:08,05.08.2010 05:37:08
ee5f2c73-5844-4d4e-95cb-b56658d809e0,84 Columbus Park,0a7aa027-d6dd-4c60-b5d9-29f837be7cba,e089d826-6001-45ae-9c5f-0109c044c30b,2,2,4,5,102,06.08.2010 10:44:25,06.08.2010 12:44:25
1a87844e-ff28-4d8a-a750-9f699a589c90,7243 Rutledge Plaza,26cc1c37-325f-473c-84cb-f3db7140369c,c8b20b59-51b1-4f8b-a3eb-26e207287184,2,3,7,9,103,07.08.2010 09:14:55,07.08.2010 11:14:55
657517bf-53ce-42ad-9a49-8623f77c6039,61728 Johnson Junction,3748229b-f545-4303-a4f0-bf39565f86f2,b824de3c-cacf-4489-84ca-b7801cba3db7,2,6,3,9,104,08.08.2010 13:01:38,08.08.2010 15:01:38
372586bc-b0c9-4af1-875a-253100fcc8c4,2902 Mccormick Parkway,484d45e3-5ecf-4a0a-a6ce-bdf5b150520a,b17d9f5b-5c1e-423c-9e0f-4430ece9147b,2,5,9,7,105,09.08.2010 00:43:49,09.08.2010 02:43:49
830a9ba1-2bcd-40b5-94b3-67c67c88551f,3 Tennyson Street,52d36a44-a02a-4729-9ffc-9a1241623042,b0125450-cc7e-464d-ba7d-cab6ff9c17c5,2,8,1,6,106,10.08.2010 09:51:35,10.08.2010 11:51:35
1587cd1f-478f-49ca-bfa5-30275ccd2f2d,431 Badeau Trail,5cf08038-6c03-4d00-99ce-15c927bb71c0,aa76d8d2-d1d5-4b26-ae7e-95b0f484a7f3,2,1,8,10,107,11.08.2010 02:08:04,11.08.2010 04:08:04
ca88d3be-5835-4998-a5b8-5aa8ba568c96,329 Mosinee Place,6240b294-5b27-4d32-b593-d0d73d57bce7,a621843d-fee4-4f59-82b2-62a0cf74549f,2,1,7,4,108,12.08.2010 08:46:47,12.08.2010 10:46:47
